Time (s),A/D Value
1.36E-05,0.0993216
1.36E-05,0.09934388
1.36E-05,0.09933633
1.36E-05,0.09933305
1.36E-05,0.09937624
1.36E-05,0.09942888
1.36E-05,0.09944394
1.36E-05,0.09946582
1.36E-05,0.09951483
1.36E-05,0.09950667
1.36E-05,0.09946834
1.36E-05,0.09947082
1.36E-05,0.09947876
1.36E-05,0.09949121
1.36E-05,0.09951252
1.36E-05,0.09952188
1.36E-05,0.09955162
1.36E-05,0.09956834
1.36E-05,0.09953234
1.36E-05,0.09952925
1.36E-05,0.09957644
1.36E-05,0.09961466
1.36E-05,0.09963809
1.36E-05,0.09964451
1.37E-05,0.09964635
1.37E-05,0.09965242
1.37E-05,0.09964802
1.37E-05,0.09962853
1.37E-05,0.09961717
1.37E-05,0.09966273
1.37E-05,0.09971049
1.37E-05,0.09973421
1.37E-05,0.0997806
1.37E-05,0.09980429
1.37E-05,0.09980159
1.37E-05,0.09979805
1.37E-05,0.09981616
1.37E-05,0.09986683
1.37E-05,0.09989607
1.37E-05,0.09992506
1.37E-05,0.09995319
1.37E-05,0.09994288
1.37E-05,0.09993174
1.37E-05,0.09993717
1.37E-05,0.09995694
1.37E-05,0.09998894
1.37E-05,0.100017
1.37E-05,0.1000229
1.37E-05,0.100017
1.38E-05,0.1000121
1.38E-05,0.1000037
1.38E-05,0.1000072
1.38E-05,0.1000322
1.38E-05,0.1000726
1.38E-05,0.1000936
1.38E-05,0.1000948
1.38E-05,0.1001195
1.38E-05,0.1001323
1.38E-05,0.1001353
1.38E-05,0.1001603
1.38E-05,0.1001784
1.38E-05,0.1002055
1.38E-05,0.1002182
1.38E-05,0.1002018
1.38E-05,0.1002044
1.38E-05,0.1002093
1.38E-05,0.1002107
1.38E-05,0.1002469
1.38E-05,0.1002976
1.38E-05,0.1003316
1.38E-05,0.1003402
1.38E-05,0.10034
1.38E-05,0.1003457
1.38E-05,0.1003428
1.39E-05,0.1003319
1.39E-05,0.1003258
1.39E-05,0.1003559
1.39E-05,0.1004127
1.39E-05,0.1004452
1.39E-05,0.1004555
1.39E-05,0.1004527
1.39E-05,0.1004428
1.39E-05,0.1004473
1.39E-05,0.1004771
1.39E-05,0.1005177
1.39E-05,0.100543
1.39E-05,0.1005598
1.39E-05,0.1005826
1.39E-05,0.1006011
1.39E-05,0.1006003
1.39E-05,0.100592
1.39E-05,0.1005901
1.39E-05,0.1006005
1.39E-05,0.1006329
1.39E-05,0.1006641
1.39E-05,0.1006946
1.39E-05,0.1007317
1.39E-05,0.1007526
1.39E-05,0.1007718
1.40E-05,0.1007888
1.40E-05,0.100798
1.40E-05,0.1008368
1.40E-05,0.10088
1.40E-05,0.1009062
1.40E-05,0.1009378
1.40E-05,0.1009544
1.40E-05,0.100947
1.40E-05,0.1009349
1.40E-05,0.1009434
1.40E-05,0.1009757
1.40E-05,0.1010119
1.40E-05,0.1010408
1.40E-05,0.1010685
1.40E-05,0.1010922
1.40E-05,0.1010696
1.40E-05,0.101049
1.40E-05,0.1011027
1.40E-05,0.1011509
1.40E-05,0.101156
1.40E-05,0.1011598
1.40E-05,0.1011766
1.40E-05,0.1011978
1.40E-05,0.101207
1.40E-05,0.1012154
1.41E-05,0.1012305
1.41E-05,0.1012523
1.41E-05,0.101266
1.41E-05,0.1012676
1.41E-05,0.1012715
1.41E-05,0.1012762
1.41E-05,0.1012913
1.41E-05,0.1013085
1.41E-05,0.1013198
1.41E-05,0.1013269
1.41E-05,0.1013255
1.41E-05,0.1013433
1.41E-05,0.1013807
1.41E-05,0.10139
1.41E-05,0.1013701
1.41E-05,0.1013707
1.41E-05,0.101405
1.41E-05,0.1014305
1.41E-05,0.1014465
1.41E-05,0.1014725
1.41E-05,0.1014908
1.41E-05,0.1014891
1.41E-05,0.1014753
1.41E-05,0.1014837
1.41E-05,0.1015093
1.42E-05,0.1015366
1.42E-05,0.1015534
1.42E-05,0.1015574
1.42E-05,0.101573
1.42E-05,0.1015909
1.42E-05,0.1016142
1.42E-05,0.1016379
1.42E-05,0.1016318
1.42E-05,0.1016275
1.42E-05,0.10166
1.42E-05,0.1016765
1.42E-05,0.101664
1.42E-05,0.1016732
1.42E-05,0.1016781
1.42E-05,0.1016752
1.42E-05,0.1017129
1.42E-05,0.1017625
1.42E-05,0.1017804
1.42E-05,0.101795
1.42E-05,0.1018113
1.42E-05,0.101803
1.42E-05,0.1017941
1.42E-05,0.1018053
1.42E-05,0.1018469
1.42E-05,0.1018948
1.43E-05,0.1018854
1.43E-05,0.1018422
1.43E-05,0.1018194
1.43E-05,0.1018251
1.43E-05,0.1018607
1.43E-05,0.1018834
1.43E-05,0.1018835
1.43E-05,0.10189
1.43E-05,0.1019111
1.43E-05,0.1019505
1.43E-05,0.1019882
1.43E-05,0.1020061
1.43E-05,0.1019941
1.43E-05,0.1019822
1.43E-05,0.1019849
1.43E-05,0.101994
1.43E-05,0.1020231
1.43E-05,0.102047
1.43E-05,0.1020515
1.43E-05,0.1020675
1.43E-05,0.1020912
1.43E-05,0.1020986
1.43E-05,0.102108
1.43E-05,0.1021251
1.43E-05,0.102116
1.44E-05,0.1021061
1.44E-05,0.1021277
1.44E-05,0.1021406
1.44E-05,0.1021603
1.44E-05,0.1021977
1.44E-05,0.1021942
1.44E-05,0.1021922
1.44E-05,0.1022224
1.44E-05,0.1022352
1.44E-05,0.1022551
1.44E-05,0.1022808
1.44E-05,0.1022853
1.44E-05,0.1023003
1.44E-05,0.1023334
1.44E-05,0.1023516
1.44E-05,0.1023505
1.44E-05,0.1023631
1.44E-05,0.1023866
1.44E-05,0.1023696
1.44E-05,0.1023366
1.44E-05,0.1023431
1.44E-05,0.1023703
1.44E-05,0.102413
1.44E-05,0.1024312
1.44E-05,0.1024166
1.45E-05,0.1024361
1.45E-05,0.1024523
1.45E-05,0.102455
1.45E-05,0.1024897
1.45E-05,0.1025114
1.45E-05,0.1025182
1.45E-05,0.1025296
1.45E-05,0.1025566
1.45E-05,0.1025932
1.45E-05,0.1025776
1.45E-05,0.1025377
1.45E-05,0.102516
1.45E-05,0.1025349
1.45E-05,0.1026298
1.45E-05,0.1026849
1.45E-05,0.1026414
1.45E-05,0.1026276
1.45E-05,0.1026488
1.45E-05,0.1026621
1.45E-05,0.1026822
1.45E-05,0.1027101
1.45E-05,0.1027379
1.45E-05,0.1027453
1.45E-05,0.102762
1.46E-05,0.1028142
1.46E-05,0.102844
1.46E-05,0.102825
1.46E-05,0.1028034
1.46E-05,0.1028281
1.46E-05,0.1028949
1.46E-05,0.1029408
1.46E-05,0.1029639
1.46E-05,0.1029994
1.46E-05,0.1030204
1.46E-05,0.1030073
1.46E-05,0.1029873
1.46E-05,0.1029868
1.46E-05,0.1030307
1.46E-05,0.103084
1.46E-05,0.1031164
1.46E-05,0.1031391
1.46E-05,0.1031432
1.46E-05,0.1031555
1.46E-05,0.1031736
1.46E-05,0.1031983
1.46E-05,0.1032482
1.46E-05,0.1032569
1.46E-05,0.1032402
1.46E-05,0.1032583
1.47E-05,0.1032739
1.47E-05,0.1032721
1.47E-05,0.1032819
1.47E-05,0.1033241
1.47E-05,0.1033758
1.47E-05,0.1033981
1.47E-05,0.1034182
1.47E-05,0.1034649
1.47E-05,0.1034927
1.47E-05,0.1034817
1.47E-05,0.1034821
1.47E-05,0.1035033
1.47E-05,0.1035148
1.47E-05,0.1034935
1.47E-05,0.1034557
1.47E-05,0.1034529
1.47E-05,0.1034771
1.47E-05,0.1034997
1.47E-05,0.103515
1.47E-05,0.1035356
1.47E-05,0.1035781
1.47E-05,0.1036115
1.47E-05,0.1036396
1.47E-05,0.1036634
1.47E-05,0.1036611
1.48E-05,0.1036699
1.48E-05,0.1036771
1.48E-05,0.1036648
1.48E-05,0.1036755
1.48E-05,0.1036895
1.48E-05,0.1036934
1.48E-05,0.1037125
1.48E-05,0.1037247
1.48E-05,0.1037254
1.48E-05,0.1037325
1.48E-05,0.1037594
1.48E-05,0.1037881
1.48E-05,0.103784
1.48E-05,0.1037963
1.48E-05,0.1038383
1.48E-05,0.1038396
1.48E-05,0.1038127
1.48E-05,0.1038176
1.48E-05,0.1038409
1.48E-05,0.1038703
1.48E-05,0.1038883
1.48E-05,0.1038879
1.48E-05,0.1039159
1.48E-05,0.1039416
1.48E-05,0.1039331
1.49E-05,0.1039128
1.49E-05,0.1039084
1.49E-05,0.1039485
1.49E-05,0.10399
1.49E-05,0.1040104
1.49E-05,0.1040193
1.49E-05,0.104017
1.49E-05,0.1040198
1.49E-05,0.1040014
1.49E-05,0.103985
1.49E-05,0.1040054
1.49E-05,0.1040222
1.49E-05,0.1040329
1.49E-05,0.1040444
1.49E-05,0.104054
1.49E-05,0.1040613
1.49E-05,0.104073
1.49E-05,0.1040946
1.49E-05,0.1041114
1.49E-05,0.104145
1.49E-05,0.1041851
1.49E-05,0.1041816
1.49E-05,0.1041618
1.49E-05,0.1041593
1.49E-05,0.1041705
1.50E-05,0.1042117
1.50E-05,0.1042514
1.50E-05,0.1042613
1.50E-05,0.1042644
1.50E-05,0.1042785
1.50E-05,0.1042849
1.50E-05,0.1042651
1.50E-05,0.1042642
1.50E-05,0.1043068
1.50E-05,0.1043473
1.50E-05,0.1043551
1.50E-05,0.1043691
1.50E-05,0.104384
1.50E-05,0.1043644
1.50E-05,0.1043367
1.50E-05,0.1043206
1.50E-05,0.1043484
1.50E-05,0.1044184
1.50E-05,0.1044549
1.50E-05,0.1044366
1.50E-05,0.1044215
1.50E-05,0.1044168
1.50E-05,0.1043963
1.50E-05,0.1043974
1.50E-05,0.1044262
1.51E-05,0.1044407
1.51E-05,0.1044469
1.51E-05,0.104464
1.51E-05,0.1045013
1.51E-05,0.1045293
1.51E-05,0.1044968
1.51E-05,0.1044693
1.51E-05,0.1045214
1.51E-05,0.1045871
1.51E-05,0.1045999
1.51E-05,0.1045896
1.51E-05,0.1046103
1.51E-05,0.1046247
1.51E-05,0.1045871
1.51E-05,0.1045596
1.51E-05,0.1045829
1.51E-05,0.1046425
1.51E-05,0.1046884
1.51E-05,0.1046928
1.51E-05,0.1047002
1.51E-05,0.104702
1.51E-05,0.104677
1.51E-05,0.104665
1.51E-05,0.1046837
1.51E-05,0.1047234
1.52E-05,0.1047647
1.52E-05,0.1048051
1.52E-05,0.1048212
1.52E-05,0.1047899
1.52E-05,0.1047699
1.52E-05,0.1047925
1.52E-05,0.1048335
1.52E-05,0.1048684
1.52E-05,0.104895
1.52E-05,0.1049127
1.52E-05,0.1049116
1.52E-05,0.1049341
1.52E-05,0.1049664
1.52E-05,0.1049715
1.52E-05,0.105005
1.52E-05,0.1050489
1.52E-05,0.1050721
1.52E-05,0.1050822
1.52E-05,0.1050795
1.52E-05,0.1050827
1.52E-05,0.1050918
1.52E-05,0.1051247
1.52E-05,0.1051487
1.52E-05,0.1051608
1.52E-05,0.1052016
1.53E-05,0.1052454
1.53E-05,0.1052681
1.53E-05,0.1052624
1.53E-05,0.1052525
1.53E-05,0.1052691
1.53E-05,0.1052995
1.53E-05,0.1053352
1.53E-05,0.105375
1.53E-05,0.1054131
1.53E-05,0.1054445
1.53E-05,0.1054466
1.53E-05,0.1054249
1.53E-05,0.1054169
1.53E-05,0.1054501
1.53E-05,0.1055019
1.53E-05,0.105517
1.53E-05,0.1055084
1.53E-05,0.1055062
1.53E-05,0.1054984
1.53E-05,0.1055172
1.53E-05,0.1055678
1.53E-05,0.1055863
1.53E-05,0.105589
1.53E-05,0.1056167
1.53E-05,0.1056355
1.54E-05,0.1056399
1.54E-05,0.1056234
1.54E-05,0.105594
1.54E-05,0.105594
1.54E-05,0.1056094
1.54E-05,0.1056393
1.54E-05,0.1056779
1.54E-05,0.1057113
1.54E-05,0.1057464
1.54E-05,0.1057337
1.54E-05,0.1056957
1.54E-05,0.1056925
1.54E-05,0.1057083
1.54E-05,0.1057533
1.54E-05,0.1057782
1.54E-05,0.1057591
1.54E-05,0.1057733
1.54E-05,0.1057942
1.54E-05,0.1057875
1.54E-05,0.1057931
1.54E-05,0.1058096
1.54E-05,0.1058311
1.54E-05,0.1058423
1.54E-05,0.1058363
1.54E-05,0.1058242
1.55E-05,0.1057953
1.55E-05,0.1057891
1.55E-05,0.1058098
1.55E-05,0.1058215
1.55E-05,0.1058593
1.55E-05,0.1058997
1.55E-05,0.1059007
1.55E-05,0.1059083
1.55E-05,0.1059185
1.55E-05,0.105913
1.55E-05,0.105921
1.55E-05,0.105945
1.55E-05,0.1059815
1.55E-05,0.1060055
1.55E-05,0.1060147
1.55E-05,0.1060421
1.55E-05,0.1060314
1.55E-05,0.105966
1.55E-05,0.1059277
1.55E-05,0.1059499
1.55E-05,0.1060309
1.55E-05,0.1061074
1.55E-05,0.1061223
1.55E-05,0.1061222
1.56E-05,0.1061112
1.56E-05,0.1060991
1.56E-05,0.1061022
1.56E-05,0.106112
1.56E-05,0.1061646
1.56E-05,0.1062131
1.56E-05,0.1062244
1.56E-05,0.1062545
1.56E-05,0.1062844
1.56E-05,0.1062703
1.56E-05,0.1062388
1.56E-05,0.1062301
1.56E-05,0.1062507
1.56E-05,0.1063
1.56E-05,0.1063601
1.56E-05,0.1063838
1.56E-05,0.1063593
1.56E-05,0.1063463
1.56E-05,0.1063628
1.56E-05,0.1063689
1.56E-05,0.1063744
1.56E-05,0.1063817
1.56E-05,0.1063965
1.56E-05,0.1064219
1.56E-05,0.1064148
1.57E-05,0.1063982
1.57E-05,0.1063979
1.57E-05,0.1063967
1.57E-05,0.1064246
1.57E-05,0.1064545
1.57E-05,0.1064609
1.57E-05,0.1064761
1.57E-05,0.1064765
1.57E-05,0.1064795
1.57E-05,0.1064915
1.57E-05,0.1064869
1.57E-05,0.1064897
1.57E-05,0.106503
1.57E-05,0.1065241
1.57E-05,0.1065393
1.57E-05,0.1065533
1.57E-05,0.1065587
1.57E-05,0.106542
1.57E-05,0.1065631
1.57E-05,0.1066251
1.57E-05,0.1066499
1.57E-05,0.1066436
1.57E-05,0.1066564
1.57E-05,0.1066568
1.57E-05,0.1066466
1.58E-05,0.1066608
1.58E-05,0.1066768
1.58E-05,0.1066856
1.58E-05,0.1067011
1.58E-05,0.1067322
1.58E-05,0.1067758
1.58E-05,0.1067984
1.58E-05,0.1067877
1.58E-05,0.1067485
1.58E-05,0.1067316
1.58E-05,0.106804
1.58E-05,0.1068792
1.58E-05,0.1068825
1.58E-05,0.1068892
1.58E-05,0.1069136
1.58E-05,0.1069135
1.58E-05,0.1069048
1.58E-05,0.1069212
1.58E-05,0.1069538
1.58E-05,0.1069775
1.58E-05,0.1069977
1.58E-05,0.1070052
1.58E-05,0.1070173
1.58E-05,0.107029
1.58E-05,0.1070116
1.59E-05,0.107023
1.59E-05,0.1070667
1.59E-05,0.1070903
1.59E-05,0.1070891
1.59E-05,0.1070949
1.59E-05,0.1071214
1.59E-05,0.107139
1.59E-05,0.1071463
1.59E-05,0.1071581
1.59E-05,0.1071782
1.59E-05,0.1072015
1.59E-05,0.1072201
1.59E-05,0.1072238
1.59E-05,0.1072108
1.59E-05,0.107209
1.59E-05,0.1072165
1.59E-05,0.1072223
1.59E-05,0.1072488
1.59E-05,0.1072602
1.59E-05,0.1072512
1.59E-05,0.1072864
1.59E-05,0.1073247
1.59E-05,0.1073232
1.59E-05,0.1073368
1.59E-05,0.1073812
1.60E-05,0.1074102
1.60E-05,0.1074098
1.60E-05,0.1074174
1.60E-05,0.1074268
1.60E-05,0.107419
1.60E-05,0.1074132
1.60E-05,0.1074267
1.60E-05,0.1074673
1.60E-05,0.1075024
1.60E-05,0.1075093
1.60E-05,0.1075131
1.60E-05,0.1075332
1.60E-05,0.1075429
1.60E-05,0.1075102
1.60E-05,0.1074909
1.60E-05,0.1075368
1.60E-05,0.1076065
1.60E-05,0.1076467
1.60E-05,0.1076833
1.60E-05,0.1077188
1.60E-05,0.1077041
1.60E-05,0.1076666
1.60E-05,0.1076507
1.60E-05,0.1076524
1.60E-05,0.1076922
1.61E-05,0.1077537
1.61E-05,0.1077485
1.61E-05,0.1077155
1.61E-05,0.1077138
1.61E-05,0.1077315
1.61E-05,0.1077695
1.61E-05,0.1077992
1.61E-05,0.1078063
1.61E-05,0.1078178
1.61E-05,0.107866
1.61E-05,0.1079059
1.61E-05,0.1078996
1.61E-05,0.1078852
1.61E-05,0.1079028
1.61E-05,0.107937
1.61E-05,0.107956
1.61E-05,0.1079596
1.61E-05,0.107948
1.61E-05,0.1079535
1.61E-05,0.1079923
1.61E-05,0.1080336
1.61E-05,0.1080573
1.61E-05,0.1080632
1.61E-05,0.1080781
1.61E-05,0.1081072
1.62E-05,0.1081415
1.62E-05,0.10818
1.62E-05,0.1081993
1.62E-05,0.1081901
1.62E-05,0.1081838
1.62E-05,0.1081965
1.62E-05,0.108231
1.62E-05,0.1082708
1.62E-05,0.1082855
1.62E-05,0.1083028
1.62E-05,0.1083063
1.62E-05,0.1082824
1.62E-05,0.1082791
1.62E-05,0.1082936
1.62E-05,0.1083248
1.62E-05,0.1083564
1.62E-05,0.1083657
1.62E-05,0.1083708
1.62E-05,0.1083599
1.62E-05,0.1083372
1.62E-05,0.1083513
1.62E-05,0.1083854
1.62E-05,0.1083936
1.62E-05,0.1084021
1.62E-05,0.1084245
1.63E-05,0.1084482
1.63E-05,0.1084609
1.63E-05,0.1084523
1.63E-05,0.1084642
1.63E-05,0.1085058
1.63E-05,0.108557
1.63E-05,0.1086009
1.63E-05,0.1086214
1.63E-05,0.1086176
1.63E-05,0.1085868
1.63E-05,0.1085624
1.63E-05,0.1085869
1.63E-05,0.1086311
1.63E-05,0.1086745
1.63E-05,0.108703
1.63E-05,0.1086889
1.63E-05,0.1086875
1.63E-05,0.1086934
1.63E-05,0.108689
1.63E-05,0.1087152
1.63E-05,0.1087584
1.63E-05,0.1088065
1.63E-05,0.1088053
1.63E-05,0.1087593
1.63E-05,0.1087689
1.64E-05,0.1087984
1.64E-05,0.1087947
1.64E-05,0.1087802
1.64E-05,0.1088013
1.64E-05,0.1088937
1.64E-05,0.1089406
1.64E-05,0.1088925
1.64E-05,0.1088797
1.64E-05,0.1088946
1.64E-05,0.108871
1.64E-05,0.1088604
1.64E-05,0.1088786
1.64E-05,0.1089204
1.64E-05,0.1089735
1.64E-05,0.1089846
1.64E-05,0.1089681
1.64E-05,0.1089478
1.64E-05,0.1089466
1.64E-05,0.1089721
1.64E-05,0.1089898
1.64E-05,0.1090326
1.64E-05,0.1090696
1.64E-05,0.1090639
1.64E-05,0.109066
1.64E-05,0.1090529
1.65E-05,0.1090416
1.65E-05,0.109076
1.65E-05,0.1091119
1.65E-05,0.1091352
1.65E-05,0.1091453
1.65E-05,0.1091566
1.65E-05,0.109188
1.65E-05,0.1091859
1.65E-05,0.1091585
1.65E-05,0.1091802
1.65E-05,0.1092338
1.65E-05,0.1092719
1.65E-05,0.109285
1.65E-05,0.1092901
1.65E-05,0.1093257
1.65E-05,0.1093597
1.65E-05,0.1093647
1.65E-05,0.1093748
1.65E-05,0.1093858
1.65E-05,0.1094101
1.65E-05,0.1094482
1.65E-05,0.1095018
1.65E-05,0.1095362
1.65E-05,0.1094792
1.66E-05,0.1094089
1.66E-05,0.1093904
1.66E-05,0.1094136
1.66E-05,0.1095055
1.66E-05,0.1095675
1.66E-05,0.1095379
1.66E-05,0.1095208
1.66E-05,0.1095279
1.66E-05,0.1095322
1.66E-05,0.1095461
1.66E-05,0.1095854
1.66E-05,0.1096367
1.66E-05,0.1096472
1.66E-05,0.1096477
1.66E-05,0.1096852
1.66E-05,0.1097084
1.66E-05,0.1096824
1.66E-05,0.109651
1.66E-05,0.1096698
1.66E-05,0.109742
1.66E-05,0.1098065
1.66E-05,0.1098338
1.66E-05,0.1098384
1.66E-05,0.1098455
1.66E-05,0.1098781
1.67E-05,0.1098993
1.67E-05,0.1098909
1.67E-05,0.1098944
1.67E-05,0.1099064
1.67E-05,0.1099398
1.67E-05,0.1099876
1.67E-05,0.1099846
1.67E-05,0.1099629
1.67E-05,0.1099641
1.67E-05,0.1099812
1.67E-05,0.1100194
1.67E-05,0.1100375
1.67E-05,0.110042
1.67E-05,0.1100575
1.67E-05,0.1100486
1.67E-05,0.1100399
1.67E-05,0.1100533
1.67E-05,0.1100771
1.67E-05,0.1101053
1.67E-05,0.1101186
1.67E-05,0.1101453
1.67E-05,0.11019
1.67E-05,0.1102073
1.67E-05,0.1102083
1.67E-05,0.1101933
1.68E-05,0.1101655
1.68E-05,0.1101632
1.68E-05,0.1101903
1.68E-05,0.1102328
1.68E-05,0.1102516
1.68E-05,0.1102604
1.68E-05,0.1102882
1.68E-05,0.1102982
1.68E-05,0.110312
1.68E-05,0.1103472
1.68E-05,0.1103765
1.68E-05,0.1104329
1.68E-05,0.1104831
1.68E-05,0.1104755
1.68E-05,0.1104685
1.68E-05,0.1104552
1.68E-05,0.110436
1.68E-05,0.1104647
1.68E-05,0.110493
1.68E-05,0.110508
1.68E-05,0.1105215
1.68E-05,0.1105119
1.68E-05,0.1105158
1.68E-05,0.1105356
1.68E-05,0.1105516
1.69E-05,0.1105844
1.69E-05,0.1106206
1.69E-05,0.1106388
1.69E-05,0.1106563
1.69E-05,0.1106854
1.69E-05,0.1106964
1.69E-05,0.110676
1.69E-05,0.1106774
1.69E-05,0.1107065
1.69E-05,0.1107213
1.69E-05,0.1107424
1.69E-05,0.1107586
1.69E-05,0.1107452
1.69E-05,0.1107338
1.69E-05,0.1107568
1.69E-05,0.1108102
1.69E-05,0.1108461
1.69E-05,0.1108687
1.69E-05,0.1109082
1.69E-05,0.1109268
1.69E-05,0.1109208
1.69E-05,0.1109023
1.69E-05,0.1108869
1.69E-05,0.1109219
1.69E-05,0.1109741
1.70E-05,0.1109923
1.70E-05,0.1110038
1.70E-05,0.1110397
1.70E-05,0.1110709
1.70E-05,0.1110697
1.70E-05,0.1110596
1.70E-05,0.111061
1.70E-05,0.1110735
1.70E-05,0.1110866
1.70E-05,0.1111188
1.70E-05,0.1111711
1.70E-05,0.1111939
1.70E-05,0.1111876
1.70E-05,0.1111937
1.70E-05,0.1112275
1.70E-05,0.111261
1.70E-05,0.1112695
1.70E-05,0.111287
1.70E-05,0.1113098
1.70E-05,0.111318
1.70E-05,0.1113223
1.70E-05,0.1113205
1.70E-05,0.1113222
1.70E-05,0.1113395
1.70E-05,0.1113746
1.71E-05,0.1114031
1.71E-05,0.1114164
1.71E-05,0.1114082
1.71E-05,0.1113887
1.71E-05,0.1113849
1.71E-05,0.1113992
1.71E-05,0.1114674
1.71E-05,0.1115416
1.71E-05,0.111535
1.71E-05,0.1115422
1.71E-05,0.1115699
1.71E-05,0.1115332
1.71E-05,0.111503
1.71E-05,0.1115155
1.71E-05,0.1115413
1.71E-05,0.1115671
1.71E-05,0.111585
1.71E-05,0.1116111
1.71E-05,0.1116273
1.71E-05,0.1116254
1.71E-05,0.1116293
1.71E-05,0.1116243
1.71E-05,0.1116264
1.71E-05,0.1116495
1.71E-05,0.1116638
1.72E-05,0.1116691
1.72E-05,0.111684
1.72E-05,0.11171
1.72E-05,0.1117258
1.72E-05,0.1117346
1.72E-05,0.1117521
1.72E-05,0.111774
1.72E-05,0.1117834
1.72E-05,0.1117618
1.72E-05,0.1117301
1.72E-05,0.1117271
1.72E-05,0.1117464
1.72E-05,0.1117669
1.72E-05,0.1118022
1.72E-05,0.1118376
1.72E-05,0.1118369
1.72E-05,0.1118314
1.72E-05,0.111826
1.72E-05,0.111807
1.72E-05,0.1117906
1.72E-05,0.1117924
1.72E-05,0.1118397
1.72E-05,0.1118871
1.72E-05,0.11189
1.72E-05,0.111883
1.73E-05,0.1118731
1.73E-05,0.1118577
1.73E-05,0.1118678
1.73E-05,0.1119003
1.73E-05,0.1119313
1.73E-05,0.11194
1.73E-05,0.1119415
1.73E-05,0.1119838
1.73E-05,0.1120168
1.73E-05,0.1119914
1.73E-05,0.1119792
1.73E-05,0.1119983
1.73E-05,0.1120286
1.73E-05,0.1120855
1.73E-05,0.1121424
1.73E-05,0.1121602
1.73E-05,0.1121273
1.73E-05,0.1120925
1.73E-05,0.1121087
1.73E-05,0.1121476
1.73E-05,0.1121965
1.73E-05,0.1122373
1.73E-05,0.1122316
1.73E-05,0.112228
1.73E-05,0.1122466
1.74E-05,0.1122542
1.74E-05,0.1122645
1.74E-05,0.1122988
1.74E-05,0.1123226
1.74E-05,0.1123163
1.74E-05,0.1123196
1.74E-05,0.1123394
1.74E-05,0.11234
1.74E-05,0.1123197
1.74E-05,0.1123138
1.74E-05,0.1123437
1.74E-05,0.1123976
1.74E-05,0.112431
1.74E-05,0.1124431
1.74E-05,0.1124734
1.74E-05,0.1124949
1.74E-05,0.1124949
1.74E-05,0.1125035
1.74E-05,0.1125114
1.74E-05,0.1125218
1.74E-05,0.1125247
1.74E-05,0.1125085
1.74E-05,0.112508
1.74E-05,0.1125173
1.74E-05,0.1125162
1.75E-05,0.1125246
1.75E-05,0.1125413
1.75E-05,0.1125603
1.75E-05,0.1125778
1.75E-05,0.1125895
1.75E-05,0.1125964
1.75E-05,0.1125704
1.75E-05,0.1125622
1.75E-05,0.1126054
1.75E-05,0.1126396
1.75E-05,0.1126732
1.75E-05,0.1127164
1.75E-05,0.112744
1.75E-05,0.112738
1.75E-05,0.1127115
1.75E-05,0.1127191
1.75E-05,0.1127452
1.75E-05,0.1127553
1.75E-05,0.1127857
1.75E-05,0.1128193
1.75E-05,0.1128233
1.75E-05,0.1128224
1.75E-05,0.112824
1.75E-05,0.1128383
1.76E-05,0.1128534
1.76E-05,0.1128543
1.76E-05,0.1128784
1.76E-05,0.1129195
1.76E-05,0.112972
1.76E-05,0.1130295
1.76E-05,0.1130403
1.76E-05,0.1130179
1.76E-05,0.1130062
1.76E-05,0.1130225
1.76E-05,0.1130785
1.76E-05,0.113129
1.76E-05,0.1131377
1.76E-05,0.1131463
1.76E-05,0.1131515
1.76E-05,0.1131533
1.76E-05,0.1131719
1.76E-05,0.1131966
1.76E-05,0.1132351
1.76E-05,0.1132727
1.76E-05,0.1132964
1.76E-05,0.1133052
1.76E-05,0.1132908
1.76E-05,0.1132764
1.76E-05,0.1132708
1.77E-05,0.1132732
1.77E-05,0.1133125
1.77E-05,0.1133691
1.77E-05,0.1133858
1.77E-05,0.1133639
1.77E-05,0.1133437
1.77E-05,0.1133689
1.77E-05,0.1134051
1.77E-05,0.1134215
1.77E-05,0.1134396
1.77E-05,0.1134455
1.77E-05,0.1134536
1.77E-05,0.1134736
1.77E-05,0.1134823
1.77E-05,0.1134723
1.77E-05,0.1134632
1.77E-05,0.1134808
1.77E-05,0.1135304
1.77E-05,0.1135741
1.77E-05,0.1136011
1.77E-05,0.113633
1.77E-05,0.1136375
1.77E-05,0.1136145
1.77E-05,0.1136063
1.77E-05,0.1136141
1.78E-05,0.1136408
1.78E-05,0.1136789
1.78E-05,0.113712
1.78E-05,0.1137364
1.78E-05,0.1137413
1.78E-05,0.1137285
1.78E-05,0.1136976
1.78E-05,0.1136889
1.78E-05,0.1137429
1.78E-05,0.1137993
1.78E-05,0.113802
1.78E-05,0.1138041
1.78E-05,0.1138263
1.78E-05,0.1138308
1.78E-05,0.113844
1.78E-05,0.1138933
1.78E-05,0.1139332
1.78E-05,0.1139369
1.78E-05,0.1139484
1.78E-05,0.1139649
1.78E-05,0.1139551
1.78E-05,0.1139332
1.78E-05,0.1139466
1.78E-05,0.1140113
1.78E-05,0.1140784
1.79E-05,0.1140982
1.79E-05,0.1140927
1.79E-05,0.1141119
1.79E-05,0.1141243
1.79E-05,0.1141326
1.79E-05,0.1141552
1.79E-05,0.1141756
1.79E-05,0.1142029
1.79E-05,0.1142232
1.79E-05,0.1142308
1.79E-05,0.1142404
1.79E-05,0.1142442
1.79E-05,0.1142659
1.79E-05,0.1143082
1.79E-05,0.1143327
