Time (s),A/D Value
6.79E-07,0.02021682
6.83E-07,0.02021103
6.87E-07,0.02020602
6.91E-07,0.02021944
6.95E-07,0.02021491
6.99E-07,0.02019994
7.03E-07,0.02020818
7.07E-07,0.02022201
7.11E-07,0.02020729
7.15E-07,0.02019076
7.19E-07,0.0201892
7.23E-07,0.02019141
7.27E-07,0.02019501
7.31E-07,0.02018843
7.35E-07,0.02018622
7.39E-07,0.02019336
7.43E-07,0.02018267
7.47E-07,0.02017006
7.51E-07,0.0201796
7.55E-07,0.02019691
7.59E-07,0.02021204
7.63E-07,0.02020885
7.67E-07,0.02019039
7.71E-07,0.0201842
7.75E-07,0.02018504
7.79E-07,0.02019419
7.83E-07,0.02020924
7.87E-07,0.02020463
7.91E-07,0.02019747
7.95E-07,0.02019533
7.99E-07,0.02017992
8.03E-07,0.02017728
8.07E-07,0.02019085
8.11E-07,0.02018855
8.15E-07,0.02018992
8.19E-07,0.02020108
8.23E-07,0.02020656
8.27E-07,0.02019809
8.31E-07,0.02017757
8.35E-07,0.0201747
8.39E-07,0.02017666
8.43E-07,0.02017618
8.47E-07,0.02018694
8.51E-07,0.02019393
8.55E-07,0.02020278
8.59E-07,0.0202058
8.63E-07,0.02019043
8.67E-07,0.02016948
8.71E-07,0.02014851
8.76E-07,0.02014502
8.80E-07,0.02016264
8.84E-07,0.02018591
8.88E-07,0.02018974
8.92E-07,0.02017009
8.96E-07,0.02017753
9.00E-07,0.02018707
9.04E-07,0.02017451
9.08E-07,0.02016837
9.12E-07,0.02016897
9.16E-07,0.02017484
9.20E-07,0.02017525
9.24E-07,0.02017377
9.28E-07,0.02017248
9.32E-07,0.02015714
9.36E-07,0.02014725
9.40E-07,0.02015602
9.44E-07,0.02017548
9.48E-07,0.02019334
9.52E-07,0.0201889
9.56E-07,0.02016888
9.60E-07,0.02015671
9.64E-07,0.02016115
9.68E-07,0.02016197
9.72E-07,0.02016011
9.76E-07,0.02016965
9.80E-07,0.02018025
9.84E-07,0.02018753
9.88E-07,0.02018537
9.92E-07,0.0201823
9.96E-07,0.02017545
1.00E-06,0.02015572
1.00E-06,0.02014607
1.01E-06,0.02015062
1.01E-06,0.02016294
1.02E-06,0.0201683
1.02E-06,0.02015311
1.02E-06,0.02016029
1.03E-06,0.02016103
1.03E-06,0.02013889
1.04E-06,0.02015519
1.04E-06,0.02017526
1.04E-06,0.02016893
1.05E-06,0.02015588
1.05E-06,0.02014842
1.06E-06,0.02015204
1.06E-06,0.02014583
1.06E-06,0.02013113
1.07E-06,0.02013631
1.07E-06,0.02013328
1.08E-06,0.02008585
1.08E-06,0.01995024
1.08E-06,0.0199788
1.09E-06,0.02027944
1.09E-06,0.02037926
1.10E-06,0.02021575
1.10E-06,0.02009332
1.10E-06,0.0200987
1.11E-06,0.02021388
1.11E-06,0.02042526
1.12E-06,0.02059309
1.12E-06,0.0206797
1.12E-06,0.02111204
1.13E-06,0.02201737
1.13E-06,0.02279932
1.14E-06,0.02311066
1.14E-06,0.02326962
1.14E-06,0.02379125
1.15E-06,0.02475394
1.15E-06,0.02558314
1.16E-06,0.02593433
1.16E-06,0.02605013
1.16E-06,0.02610395
1.17E-06,0.02611583
1.17E-06,0.02614827
1.18E-06,0.02619085
1.18E-06,0.02624258
1.18E-06,0.02631838
1.19E-06,0.02635097
1.19E-06,0.02633864
1.20E-06,0.02632296
1.20E-06,0.02631781
1.20E-06,0.02633993
1.21E-06,0.02637359
1.21E-06,0.02641996
1.22E-06,0.02648232
1.22E-06,0.02652134
1.22E-06,0.02652349
1.23E-06,0.02651714
1.23E-06,0.0265105
1.24E-06,0.02647264
1.24E-06,0.02643812
1.24E-06,0.02648899
1.25E-06,0.0265815
1.25E-06,0.02664022
1.26E-06,0.02667104
1.26E-06,0.02668789
1.27E-06,0.0266964
1.27E-06,0.02670122
1.27E-06,0.02670676
1.28E-06,0.02672849
1.28E-06,0.02680068
1.29E-06,0.02687592
1.29E-06,0.0268946
1.29E-06,0.02687894
1.30E-06,0.02684456
1.30E-06,0.02683482
1.31E-06,0.02685561
1.31E-06,0.02688307
1.31E-06,0.02692939
1.32E-06,0.02696889
1.32E-06,0.02700312
1.33E-06,0.02703857
1.33E-06,0.02705381
1.33E-06,0.02707071
1.34E-06,0.02708718
1.34E-06,0.02710473
1.35E-06,0.02715018
1.35E-06,0.02718403
1.35E-06,0.02719434
1.36E-06,0.02720628
1.36E-06,0.027204
1.37E-06,0.02718807
1.37E-06,0.02718258
1.37E-06,0.02720892
1.38E-06,0.02725883
1.38E-06,0.02728873
1.39E-06,0.02730581
1.39E-06,0.02739459
1.39E-06,0.02785548
1.40E-06,0.02869175
1.40E-06,0.02927065
1.41E-06,0.02943709
1.41E-06,0.02952503
1.41E-06,0.0295997
1.42E-06,0.02965739
1.42E-06,0.02971318
1.43E-06,0.02975025
1.43E-06,0.0297792
1.43E-06,0.02979653
1.44E-06,0.02982001
1.44E-06,0.02983994
1.45E-06,0.02981927
1.45E-06,0.02981727
1.45E-06,0.02984593
1.46E-06,0.02987945
1.46E-06,0.02991252
1.47E-06,0.0299187
1.47E-06,0.02992753
1.47E-06,0.02994459
1.48E-06,0.02995215
1.48E-06,0.02997398
1.49E-06,0.03001014
1.49E-06,0.03003203
1.49E-06,0.03002926
1.50E-06,0.03002998
1.50E-06,0.0300674
1.51E-06,0.03010941
1.51E-06,0.0301108
1.51E-06,0.03010159
1.52E-06,0.03011909
1.52E-06,0.03014629
1.53E-06,0.03018334
1.53E-06,0.03021171
1.53E-06,0.03021093
1.54E-06,0.0302323
1.54E-06,0.03026983
1.55E-06,0.03029509
1.55E-06,0.0303145
1.55E-06,0.03033399
1.56E-06,0.03035818
1.56E-06,0.03037288
1.57E-06,0.03038514
1.57E-06,0.03040289
1.57E-06,0.03041245
1.58E-06,0.03042441
1.58E-06,0.03044838
1.59E-06,0.03049132
1.59E-06,0.03053833
1.59E-06,0.03057448
1.60E-06,0.03061092
1.60E-06,0.03062699
1.61E-06,0.03064087
1.61E-06,0.03066101
1.61E-06,0.03066555
1.62E-06,0.03069213
1.62E-06,0.03073646
1.63E-06,0.03077219
1.63E-06,0.03082114
1.63E-06,0.0308629
1.64E-06,0.03086932
1.64E-06,0.03086026
1.65E-06,0.03086079
1.65E-06,0.03089371
1.65E-06,0.03094363
1.66E-06,0.03096382
1.66E-06,0.03095984
1.67E-06,0.03097979
1.67E-06,0.03098963
1.67E-06,0.03096908
1.68E-06,0.03098259
1.68E-06,0.03100768
1.69E-06,0.0310166
1.69E-06,0.03102897
1.69E-06,0.03104346
1.70E-06,0.03105868
1.70E-06,0.03107248
1.71E-06,0.03109082
1.71E-06,0.03110904
1.71E-06,0.0311292
1.72E-06,0.03117393
1.72E-06,0.03121706
1.73E-06,0.03123955
1.73E-06,0.03125872
1.73E-06,0.03126856
1.74E-06,0.03127325
1.74E-06,0.03129136
1.75E-06,0.03131955
1.75E-06,0.03134919
1.76E-06,0.03138879
1.76E-06,0.03143547
1.76E-06,0.03145121
1.77E-06,0.03145567
1.77E-06,0.03146922
1.78E-06,0.03147257
1.78E-06,0.03149258
1.78E-06,0.03152898
1.79E-06,0.03155019
1.79E-06,0.03155649
1.80E-06,0.03156745
1.80E-06,0.03157789
1.80E-06,0.03157162
1.81E-06,0.03158301
1.81E-06,0.0316048
1.82E-06,0.03161294
1.82E-06,0.03164671
1.82E-06,0.03169225
1.83E-06,0.03171474
1.83E-06,0.0317302
1.84E-06,0.03175298
1.84E-06,0.03176743
1.84E-06,0.03177793
1.85E-06,0.03181782
1.85E-06,0.03185764
1.86E-06,0.03187454
1.86E-06,0.03190603
1.86E-06,0.03193974
1.87E-06,0.03194206
1.87E-06,0.03195133
1.88E-06,0.03199041
1.88E-06,0.032034
1.88E-06,0.0320687
1.89E-06,0.03208259
1.89E-06,0.03207932
1.90E-06,0.03207411
1.90E-06,0.0320789
1.90E-06,0.03211588
1.91E-06,0.03215516
1.91E-06,0.03218242
1.92E-06,0.03221918
1.92E-06,0.03223262
1.92E-06,0.03224239
1.93E-06,0.03226648
1.93E-06,0.03227953
1.94E-06,0.03232336
1.94E-06,0.0323746
1.94E-06,0.03237518
1.95E-06,0.03237657
1.95E-06,0.03239862
1.96E-06,0.03242672
1.96E-06,0.0324658
1.96E-06,0.03249916
1.97E-06,0.03251945
1.97E-06,0.03254751
1.98E-06,0.03258915
1.98E-06,0.03261135
1.98E-06,0.0326138
1.99E-06,0.03262699
1.99E-06,0.03264353
2.00E-06,0.03266565
2.00E-06,0.03269234
2.00E-06,0.0327038
2.01E-06,0.03271795
2.01E-06,0.0327356
2.02E-06,0.0327612
2.02E-06,0.03278228
2.02E-06,0.03276076
2.03E-06,0.03273869
2.03E-06,0.03275127
2.04E-06,0.03278322
2.04E-06,0.0328429
2.04E-06,0.03289574
2.05E-06,0.03288992
2.05E-06,0.03287733
2.06E-06,0.03290755
2.06E-06,0.03295528
2.06E-06,0.03298313
2.07E-06,0.03298426
2.07E-06,0.03300916
2.08E-06,0.03304256
2.08E-06,0.03305352
2.08E-06,0.03308498
2.09E-06,0.03310576
2.09E-06,0.03311173
2.10E-06,0.03313774
2.10E-06,0.03316756
2.10E-06,0.03322266
2.11E-06,0.03326789
2.11E-06,0.0332856
2.12E-06,0.03331601
2.12E-06,0.03333301
2.12E-06,0.03334709
2.13E-06,0.03336848
2.13E-06,0.03337591
2.14E-06,0.03338108
2.14E-06,0.03338894
2.14E-06,0.03341854
2.15E-06,0.03345584
2.15E-06,0.03345215
2.16E-06,0.03343719
2.16E-06,0.03343691
2.16E-06,0.0334605
2.17E-06,0.03353705
2.17E-06,0.03359291
2.18E-06,0.03358854
2.18E-06,0.03361129
2.18E-06,0.03364681
2.19E-06,0.03365308
2.19E-06,0.03366578
2.20E-06,0.03370092
2.20E-06,0.03374228
2.20E-06,0.03375642
2.21E-06,0.03377312
2.21E-06,0.03381148
2.22E-06,0.03381834
2.22E-06,0.03381176
2.22E-06,0.03382439
2.23E-06,0.03384702
2.23E-06,0.0338834
2.24E-06,0.033902
2.24E-06,0.03389532
2.24E-06,0.03390369
2.25E-06,0.03391669
2.25E-06,0.03393002
2.26E-06,0.0339731
2.26E-06,0.03402492
2.27E-06,0.03404404
2.27E-06,0.0340491
2.27E-06,0.03408209
2.28E-06,0.03412007
2.28E-06,0.03415522
2.29E-06,0.0341886
2.29E-06,0.03419254
2.29E-06,0.03418505
2.30E-06,0.0341846
2.30E-06,0.0341862
2.31E-06,0.03421306
2.31E-06,0.03426326
2.31E-06,0.03429982
2.32E-06,0.03431205
2.32E-06,0.03433462
2.33E-06,0.03437319
2.33E-06,0.03439539
2.33E-06,0.03442909
2.34E-06,0.03447778
2.34E-06,0.0344956
2.35E-06,0.03447754
2.35E-06,0.03446158
2.35E-06,0.03447563
2.36E-06,0.03451855
2.36E-06,0.03458599
2.37E-06,0.03464678
2.37E-06,0.03466117
2.37E-06,0.03464214
2.38E-06,0.03462562
2.38E-06,0.03462137
2.39E-06,0.03464067
2.39E-06,0.03469203
2.39E-06,0.0347375
2.40E-06,0.03474861
2.40E-06,0.03476135
2.41E-06,0.03477814
2.41E-06,0.03478418
2.41E-06,0.03478036
2.42E-06,0.03478207
2.42E-06,0.03483202
2.43E-06,0.03490344
2.43E-06,0.03493048
2.43E-06,0.03492112
2.44E-06,0.03491901
2.44E-06,0.03491687
2.45E-06,0.03492354
2.45E-06,0.03495786
2.45E-06,0.03500154
2.46E-06,0.03504317
2.46E-06,0.035065
2.47E-06,0.03505615
2.47E-06,0.03504328
2.47E-06,0.03504085
2.48E-06,0.03504715
2.48E-06,0.03507584
2.49E-06,0.03513106
2.49E-06,0.03518325
2.49E-06,0.03521181
2.50E-06,0.03523805
2.50E-06,0.03525257
2.51E-06,0.0352435
2.51E-06,0.03525476
2.51E-06,0.03528975
2.52E-06,0.03533106
2.52E-06,0.03535808
2.53E-06,0.03536339
2.53E-06,0.03537929
2.53E-06,0.03538478
2.54E-06,0.03538996
2.54E-06,0.03541503
2.55E-06,0.03543214
2.55E-06,0.03545444
2.55E-06,0.03548655
2.56E-06,0.03551248
2.56E-06,0.03552495
2.57E-06,0.03553255
2.57E-06,0.03554418
2.57E-06,0.0355619
2.58E-06,0.0355861
2.58E-06,0.03561589
2.59E-06,0.03564119
2.59E-06,0.03565813
2.59E-06,0.03568495
2.60E-06,0.03571922
2.60E-06,0.03573422
2.61E-06,0.03572832
2.61E-06,0.03574423
2.61E-06,0.03578379
2.62E-06,0.03582013
2.62E-06,0.03585359
2.63E-06,0.03588122
2.63E-06,0.03589419
2.63E-06,0.03589491
2.64E-06,0.03591647
2.64E-06,0.03595237
2.65E-06,0.03598394
2.65E-06,0.03601939
2.65E-06,0.03604708
2.66E-06,0.03607923
2.66E-06,0.03610754
2.67E-06,0.03612285
2.67E-06,0.03613676
2.67E-06,0.03614277
2.68E-06,0.03615993
2.68E-06,0.03620635
2.69E-06,0.03624646
2.69E-06,0.03626521
2.69E-06,0.03629775
2.70E-06,0.03633348
2.70E-06,0.03633328
2.71E-06,0.03633251
2.71E-06,0.03635974
2.71E-06,0.03638544
2.72E-06,0.03641553
2.72E-06,0.03645235
2.73E-06,0.03647665
2.73E-06,0.03648548
2.73E-06,0.03648461
2.74E-06,0.03649642
2.74E-06,0.03651165
2.75E-06,0.03651849
2.75E-06,0.03652544
2.76E-06,0.03653332
2.76E-06,0.03655525
2.76E-06,0.03657046
2.77E-06,0.03657779
2.77E-06,0.03660148
2.78E-06,0.03663091
2.78E-06,0.03665745
2.78E-06,0.03667288
2.79E-06,0.03668781
2.79E-06,0.03671245
2.80E-06,0.03675111
2.80E-06,0.03679555
2.80E-06,0.03681759
2.81E-06,0.03683354
2.81E-06,0.03687024
2.82E-06,0.03689099
2.82E-06,0.03688441
2.82E-06,0.03689299
2.83E-06,0.03691334
2.83E-06,0.03691871
2.84E-06,0.03693195
2.84E-06,0.03696892
2.84E-06,0.03699826
2.85E-06,0.03701732
2.85E-06,0.03703124
2.86E-06,0.03704918
2.86E-06,0.03706685
2.86E-06,0.03706978
2.87E-06,0.03708303
2.87E-06,0.0371162
2.88E-06,0.03716259
2.88E-06,0.03720427
2.88E-06,0.03722603
2.89E-06,0.03723326
2.89E-06,0.03722155
2.90E-06,0.03720491
2.90E-06,0.03721347
2.90E-06,0.03724163
2.91E-06,0.03728484
2.91E-06,0.03731974
2.92E-06,0.03734156
2.92E-06,0.03737095
2.92E-06,0.03738548
2.93E-06,0.03739219
2.93E-06,0.03740166
2.94E-06,0.03741354
2.94E-06,0.03744221
2.94E-06,0.03748047
2.95E-06,0.0375058
2.95E-06,0.03752673
2.96E-06,0.03755503
2.96E-06,0.03757094
2.96E-06,0.03758047
2.97E-06,0.0375958
2.97E-06,0.0376043
2.98E-06,0.03761388
2.98E-06,0.03762703
2.98E-06,0.0376467
2.99E-06,0.03766372
2.99E-06,0.03767422
3.00E-06,0.03771139
3.00E-06,0.03775232
3.00E-06,0.03776543
3.01E-06,0.03775904
3.01E-06,0.03776029
3.02E-06,0.03779928
3.02E-06,0.03782908
3.02E-06,0.0378316
3.03E-06,0.0378436
3.03E-06,0.03785975
3.04E-06,0.03790532
3.04E-06,0.037959
3.04E-06,0.037993
3.05E-06,0.03803044
3.05E-06,0.03805095
3.06E-06,0.03805124
3.06E-06,0.03804389
3.06E-06,0.03805596
3.07E-06,0.03809843
3.07E-06,0.03812571
3.08E-06,0.03813103
3.08E-06,0.03813325
3.08E-06,0.03813111
3.09E-06,0.03813902
3.09E-06,0.03814813
3.10E-06,0.03815307
3.10E-06,0.03817668
3.10E-06,0.03819743
3.11E-06,0.0382128
3.11E-06,0.03825516
3.12E-06,0.03828641
3.12E-06,0.03828887
3.12E-06,0.03830293
3.13E-06,0.03833028
3.13E-06,0.03837519
3.14E-06,0.03841492
3.14E-06,0.03843018
3.14E-06,0.03845769
3.15E-06,0.03846705
3.15E-06,0.03847685
3.16E-06,0.03851315
3.16E-06,0.03852348
3.16E-06,0.0385283
3.17E-06,0.0385348
3.17E-06,0.03855579
3.18E-06,0.03859773
3.18E-06,0.03859829
3.18E-06,0.03857675
3.19E-06,0.0385729
3.19E-06,0.03858551
3.20E-06,0.03863188
3.20E-06,0.03866716
3.20E-06,0.03866128
3.21E-06,0.0386783
3.21E-06,0.03871641
3.22E-06,0.0387328
3.22E-06,0.03875094
3.22E-06,0.03879188
3.23E-06,0.03882729
3.23E-06,0.03884692
3.24E-06,0.0388575
3.24E-06,0.03886357
3.24E-06,0.03887303
3.25E-06,0.03888066
3.25E-06,0.03890632
3.26E-06,0.03894232
3.26E-06,0.03896517
3.27E-06,0.03897642
3.27E-06,0.03898091
3.27E-06,0.03899548
3.28E-06,0.03900599
3.28E-06,0.0390183
3.29E-06,0.03903209
3.29E-06,0.03904445
3.29E-06,0.03908851
3.30E-06,0.03913008
3.30E-06,0.03915427
3.31E-06,0.03917531
3.31E-06,0.03918478
3.31E-06,0.03919612
3.32E-06,0.03920397
3.32E-06,0.03922419
3.33E-06,0.0392646
3.33E-06,0.03930157
3.33E-06,0.03933518
3.34E-06,0.03934203
3.34E-06,0.03934154
3.35E-06,0.03936622
3.35E-06,0.03939292
3.35E-06,0.03943172
3.36E-06,0.03947628
3.36E-06,0.03950207
3.37E-06,0.03952667
3.37E-06,0.03955674
3.37E-06,0.03957422
3.38E-06,0.03958199
3.38E-06,0.03959377
3.39E-06,0.0396068
3.39E-06,0.03962945
3.39E-06,0.03964506
3.40E-06,0.03964895
3.40E-06,0.03966929
3.41E-06,0.03971047
3.41E-06,0.03974505
3.41E-06,0.03974693
3.42E-06,0.03976409
3.42E-06,0.03981168
3.43E-06,0.03983641
3.43E-06,0.03986712
3.43E-06,0.0399146
3.44E-06,0.03993871
3.44E-06,0.03995175
3.45E-06,0.0399628
3.45E-06,0.03999803
3.45E-06,0.04007411
3.46E-06,0.04012909
3.46E-06,0.04014368
3.47E-06,0.04015544
3.47E-06,0.04016481
3.47E-06,0.04017543
3.48E-06,0.04020631
3.48E-06,0.04025045
3.49E-06,0.04026917
3.49E-06,0.04027983
3.49E-06,0.04031067
3.50E-06,0.04034089
3.50E-06,0.04036352
3.51E-06,0.04037749
3.51E-06,0.04041271
3.51E-06,0.04045727
3.52E-06,0.04049163
3.52E-06,0.04052845
3.53E-06,0.04055529
3.53E-06,0.04056919
3.53E-06,0.04057909
3.54E-06,0.04059207
3.54E-06,0.04061128
3.55E-06,0.04063923
3.55E-06,0.04066226
3.55E-06,0.04067713
3.56E-06,0.04070882
3.56E-06,0.04075496
3.57E-06,0.04078969
3.57E-06,0.04081719
3.57E-06,0.04083636
3.58E-06,0.04085474
3.58E-06,0.0408944
3.59E-06,0.04092674
3.59E-06,0.04092975
3.59E-06,0.0409341
3.60E-06,0.04095453
3.60E-06,0.04097356
3.61E-06,0.04097923
3.61E-06,0.04098893
3.61E-06,0.04101305
3.62E-06,0.04104214
3.62E-06,0.0410674
3.63E-06,0.04108802
3.63E-06,0.04110744
3.63E-06,0.04111332
3.64E-06,0.04112913
3.64E-06,0.04114982
3.65E-06,0.04116117
3.65E-06,0.04118837
3.65E-06,0.04120125
3.66E-06,0.04120051
3.66E-06,0.04121412
3.67E-06,0.04122964
3.67E-06,0.04125677
3.67E-06,0.04129359
3.68E-06,0.04132538
3.68E-06,0.0413488
3.69E-06,0.04138567
3.69E-06,0.04142786
3.69E-06,0.04143868
3.70E-06,0.041451
3.70E-06,0.04147035
3.71E-06,0.04148541
3.71E-06,0.04152763
3.71E-06,0.04155336
3.72E-06,0.04154308
3.72E-06,0.04156515
3.73E-06,0.04158899
3.73E-06,0.04158147
3.73E-06,0.04159652
3.74E-06,0.04164417
3.74E-06,0.04168331
3.75E-06,0.04169616
3.75E-06,0.04169497
3.76E-06,0.04169925
3.76E-06,0.04171465
3.76E-06,0.04172137
3.77E-06,0.04173282
3.77E-06,0.04176925
3.78E-06,0.04180842
3.78E-06,0.04183644
3.78E-06,0.04185534
3.79E-06,0.0418715
3.79E-06,0.04189185
3.80E-06,0.04190423
3.80E-06,0.04192458
3.80E-06,0.0419648
3.81E-06,0.0419951
3.81E-06,0.04202167
3.82E-06,0.04204611
3.82E-06,0.04206069
3.82E-06,0.04206739
3.83E-06,0.04205662
3.83E-06,0.04205273
3.84E-06,0.04206708
3.84E-06,0.04211513
3.84E-06,0.04217592
3.85E-06,0.04219834
3.85E-06,0.04222013
3.86E-06,0.0422551
3.86E-06,0.04226691
3.86E-06,0.04226717
3.87E-06,0.042292
3.87E-06,0.04231928
3.88E-06,0.04233487
3.88E-06,0.04236526
3.88E-06,0.04239118
3.89E-06,0.04240889
3.89E-06,0.04242127
3.90E-06,0.04243324
3.90E-06,0.04245586
3.90E-06,0.04249745
3.91E-06,0.04255813
3.91E-06,0.04258589
3.92E-06,0.04259114
3.92E-06,0.04260599
3.92E-06,0.04262833
3.93E-06,0.04265669
3.93E-06,0.0426578
3.94E-06,0.04266942
3.94E-06,0.04270476
3.94E-06,0.04273332
3.95E-06,0.04276748
3.95E-06,0.04276722
3.96E-06,0.04276249
3.96E-06,0.04279437
3.96E-06,0.04282319
3.97E-06,0.04285713
3.97E-06,0.0428867
3.98E-06,0.04291986
3.98E-06,0.04296872
3.98E-06,0.04298287
3.99E-06,0.04299865
3.99E-06,0.04302723
4.00E-06,0.043037
4.00E-06,0.04306936
4.00E-06,0.04310939
4.01E-06,0.04312471
4.01E-06,0.04312877
4.02E-06,0.04311864
4.02E-06,0.04311956
4.02E-06,0.04315364
4.03E-06,0.04319026
4.03E-06,0.04323292
4.04E-06,0.04326876
4.04E-06,0.04326327
4.04E-06,0.04326503
4.05E-06,0.04327499
4.05E-06,0.04327049
4.06E-06,0.04329218
4.06E-06,0.04331664
4.06E-06,0.04333135
4.07E-06,0.04334335
4.07E-06,0.0433418
4.08E-06,0.04335086
4.08E-06,0.04335387
4.08E-06,0.04335516
4.09E-06,0.04337341
4.09E-06,0.04338981
4.10E-06,0.04342297
4.10E-06,0.04345209
4.10E-06,0.04346576
4.11E-06,0.04348512
4.11E-06,0.04349074
4.12E-06,0.04349993
4.12E-06,0.04351366
4.12E-06,0.04352839
4.13E-06,0.0435604
4.13E-06,0.04358467
4.14E-06,0.04361101
4.14E-06,0.04365561
4.14E-06,0.04366991
4.15E-06,0.04366883
4.15E-06,0.04369962
4.16E-06,0.0437419
4.16E-06,0.04378816
4.16E-06,0.04382049
4.17E-06,0.04383623
4.17E-06,0.04385892
4.18E-06,0.04386931
4.18E-06,0.04387012
4.18E-06,0.04388532
4.19E-06,0.04391278
4.19E-06,0.04393502
4.20E-06,0.04394415
4.20E-06,0.0439761
4.20E-06,0.04401494
4.21E-06,0.04400272
4.21E-06,0.0439887
4.22E-06,0.04400102
4.22E-06,0.0440174
4.22E-06,0.04407436
4.23E-06,0.04411933
4.23E-06,0.04410654
4.24E-06,0.04411656
4.24E-06,0.04414089
4.24E-06,0.04414144
4.25E-06,0.04414583
4.25E-06,0.04417326
4.26E-06,0.04420927
4.26E-06,0.04422369
4.27E-06,0.04423334
4.27E-06,0.04425995
4.27E-06,0.04428094
4.28E-06,0.04428578
4.28E-06,0.04429094
4.29E-06,0.04432177
4.29E-06,0.04437933
4.29E-06,0.04442565
4.30E-06,0.04444579
4.30E-06,0.04447477
4.31E-06,0.04450532
4.31E-06,0.04450635
4.31E-06,0.04451559
4.32E-06,0.04455837
