Time (s),A/D Value
1.61E-05,0.1176397
1.61E-05,0.1176373
1.61E-05,0.1176598
1.61E-05,0.1177422
1.61E-05,0.1177838
1.61E-05,0.1177827
1.62E-05,0.1178198
1.62E-05,0.1178491
1.62E-05,0.1178279
1.62E-05,0.1178341
1.62E-05,0.1178686
1.62E-05,0.1178865
1.62E-05,0.1179092
1.62E-05,0.1179115
1.62E-05,0.1178883
1.62E-05,0.1178537
1.62E-05,0.117824
1.62E-05,0.1178579
1.62E-05,0.1179154
1.62E-05,0.1179584
1.62E-05,0.1180076
1.62E-05,0.1180533
1.62E-05,0.1180895
1.62E-05,0.1180756
1.62E-05,0.1180123
1.62E-05,0.1179846
1.62E-05,0.1179858
1.62E-05,0.1179858
1.62E-05,0.1180337
1.62E-05,0.1181102
1.62E-05,0.1181481
1.63E-05,0.1181497
1.63E-05,0.1181488
1.63E-05,0.1181573
1.63E-05,0.1181957
1.63E-05,0.1182683
1.63E-05,0.1183274
1.63E-05,0.1183378
1.63E-05,0.1183476
1.63E-05,0.1183826
1.63E-05,0.1183748
1.63E-05,0.1183438
1.63E-05,0.1183552
1.63E-05,0.1184125
1.63E-05,0.1184919
1.63E-05,0.1185352
1.63E-05,0.118537
1.63E-05,0.1185007
1.63E-05,0.1184333
1.63E-05,0.1184233
1.63E-05,0.1184795
1.63E-05,0.1185382
1.63E-05,0.118561
1.63E-05,0.1185242
1.63E-05,0.118491
1.63E-05,0.1184896
1.64E-05,0.1184783
1.64E-05,0.1184971
1.64E-05,0.1185539
1.64E-05,0.1186042
1.64E-05,0.1186515
1.64E-05,0.1187092
1.64E-05,0.1187166
1.64E-05,0.1186382
1.64E-05,0.1185872
1.64E-05,0.1186138
1.64E-05,0.1186597
1.64E-05,0.1186999
1.64E-05,0.1187379
1.64E-05,0.118787
1.64E-05,0.1188187
1.64E-05,0.1187999
1.64E-05,0.1187604
1.64E-05,0.1187455
1.64E-05,0.1187571
1.64E-05,0.1187819
1.64E-05,0.1188583
1.64E-05,0.1189465
1.64E-05,0.118966
1.64E-05,0.1189316
1.64E-05,0.1188772
1.65E-05,0.1188603
1.65E-05,0.1189055
1.65E-05,0.11899
1.65E-05,0.1190399
1.65E-05,0.1190182
1.65E-05,0.1190167
1.65E-05,0.1190281
1.65E-05,0.1189928
1.65E-05,0.1189641
1.65E-05,0.1189763
1.65E-05,0.1190248
1.65E-05,0.119105
1.65E-05,0.1191708
1.65E-05,0.1191874
1.65E-05,0.1191623
1.65E-05,0.1191315
1.65E-05,0.1191239
1.65E-05,0.1191497
1.65E-05,0.1191985
1.65E-05,0.1192371
1.65E-05,0.1192565
1.65E-05,0.1193161
1.65E-05,0.1193646
1.65E-05,0.1193096
1.66E-05,0.1192473
1.66E-05,0.1192543
1.66E-05,0.1193276
1.66E-05,0.1194525
1.66E-05,0.1195168
1.66E-05,0.1194836
1.66E-05,0.1194422
1.66E-05,0.1194046
1.66E-05,0.1194104
1.66E-05,0.1194682
1.66E-05,0.1195219
1.66E-05,0.1195635
1.66E-05,0.1195737
1.66E-05,0.1195801
1.66E-05,0.1195491
1.66E-05,0.119445
1.66E-05,0.1194065
1.66E-05,0.1194636
1.66E-05,0.1195341
1.66E-05,0.119612
1.66E-05,0.1196794
1.66E-05,0.119684
1.66E-05,0.1196252
1.66E-05,0.1195887
1.66E-05,0.1195961
1.67E-05,0.1196335
1.67E-05,0.1197123
1.67E-05,0.1197708
1.67E-05,0.1197931
1.67E-05,0.1198194
1.67E-05,0.1198296
1.67E-05,0.1198088
1.67E-05,0.119773
1.67E-05,0.1197626
1.67E-05,0.1198095
1.67E-05,0.1198978
1.67E-05,0.1199858
1.67E-05,0.1200119
1.67E-05,0.119954
1.67E-05,0.1198899
1.67E-05,0.1199002
1.67E-05,0.1199583
1.67E-05,0.1200259
1.67E-05,0.1200663
1.67E-05,0.1200567
1.67E-05,0.1200754
1.67E-05,0.1200981
1.67E-05,0.1200627
1.67E-05,0.12004
1.67E-05,0.1200881
1.68E-05,0.1202111
1.68E-05,0.1203208
1.68E-05,0.12035
1.68E-05,0.1203167
1.68E-05,0.1202355
1.68E-05,0.1202009
1.68E-05,0.1202509
1.68E-05,0.1203215
1.68E-05,0.1203965
1.68E-05,0.120465
1.68E-05,0.1205055
1.68E-05,0.1205231
1.68E-05,0.1204923
1.68E-05,0.1204236
1.68E-05,0.120392
1.68E-05,0.1204076
1.68E-05,0.1204359
1.68E-05,0.1204602
1.68E-05,0.1204659
1.68E-05,0.1204466
1.68E-05,0.1204178
1.68E-05,0.120367
1.68E-05,0.1203301
1.68E-05,0.1203739
1.68E-05,0.1204555
1.69E-05,0.1205093
1.69E-05,0.1205275
1.69E-05,0.1205211
1.69E-05,0.1204966
1.69E-05,0.1204874
1.69E-05,0.1205116
1.69E-05,0.1205395
1.69E-05,0.1205703
1.69E-05,0.1205963
1.69E-05,0.1206058
1.69E-05,0.1206408
1.69E-05,0.1206817
1.69E-05,0.120691
1.69E-05,0.1207032
1.69E-05,0.1207545
1.69E-05,0.12084
1.69E-05,0.1208828
1.69E-05,0.1208607
1.69E-05,0.1208406
1.69E-05,0.1208399
1.69E-05,0.1208517
1.69E-05,0.1208549
1.69E-05,0.1208357
1.69E-05,0.1208521
1.69E-05,0.1209128
1.70E-05,0.1209488
1.70E-05,0.1209469
1.70E-05,0.1209163
1.70E-05,0.1208807
1.70E-05,0.1208819
1.70E-05,0.1209058
1.70E-05,0.1209811
1.70E-05,0.1210896
1.70E-05,0.1211365
1.70E-05,0.121152
1.70E-05,0.1211639
1.70E-05,0.1211586
1.70E-05,0.1211564
1.70E-05,0.1211594
1.70E-05,0.1211905
1.70E-05,0.1212726
1.70E-05,0.1213557
1.70E-05,0.1213521
1.70E-05,0.1212813
1.70E-05,0.1212444
1.70E-05,0.1212657
1.70E-05,0.1213251
1.70E-05,0.1213959
1.70E-05,0.1214404
1.70E-05,0.1215024
1.71E-05,0.1215784
1.71E-05,0.1215416
1.71E-05,0.1214535
1.71E-05,0.121454
1.71E-05,0.1214957
1.71E-05,0.1215449
1.71E-05,0.1216494
1.71E-05,0.1217326
1.71E-05,0.1216854
1.71E-05,0.1215853
1.71E-05,0.121524
1.71E-05,0.1215157
1.71E-05,0.1215551
1.71E-05,0.1216299
1.71E-05,0.1217143
1.71E-05,0.1217807
1.71E-05,0.1218303
1.71E-05,0.1218292
1.71E-05,0.121791
1.71E-05,0.121786
1.71E-05,0.1218077
1.71E-05,0.1218558
1.71E-05,0.1219144
1.71E-05,0.1219382
1.71E-05,0.1219274
1.72E-05,0.1218851
1.72E-05,0.1218349
1.72E-05,0.1218171
1.72E-05,0.1218547
1.72E-05,0.1219185
1.72E-05,0.1219397
1.72E-05,0.1219583
1.72E-05,0.1220006
1.72E-05,0.1219975
1.72E-05,0.1219776
1.72E-05,0.1219838
1.72E-05,0.1220101
1.72E-05,0.1220616
1.72E-05,0.1221199
1.72E-05,0.1221524
1.72E-05,0.1221557
1.72E-05,0.1221313
1.72E-05,0.1220907
1.72E-05,0.1220831
1.72E-05,0.122106
1.72E-05,0.1221567
1.72E-05,0.1222353
1.72E-05,0.1222848
1.72E-05,0.1223012
1.72E-05,0.1223017
1.73E-05,0.1222726
1.73E-05,0.1222645
1.73E-05,0.1223089
1.73E-05,0.1223682
1.73E-05,0.1224261
1.73E-05,0.1224759
1.73E-05,0.122501
1.73E-05,0.1224619
1.73E-05,0.1223963
1.73E-05,0.1223733
1.73E-05,0.1223899
1.73E-05,0.1224489
1.73E-05,0.1225281
1.73E-05,0.1225981
1.73E-05,0.1226396
1.73E-05,0.1226197
1.73E-05,0.122563
1.73E-05,0.1225432
1.73E-05,0.1225676
1.73E-05,0.1225837
1.73E-05,0.1226208
1.73E-05,0.1227032
1.73E-05,0.1227344
1.73E-05,0.1227137
1.73E-05,0.1226849
1.74E-05,0.1226725
1.74E-05,0.1227277
1.74E-05,0.1228057
1.74E-05,0.1228575
1.74E-05,0.1228985
1.74E-05,0.1229427
1.74E-05,0.1229679
1.74E-05,0.1229589
1.74E-05,0.1229509
1.74E-05,0.1229673
1.74E-05,0.1230017
1.74E-05,0.1230181
1.74E-05,0.1230054
1.74E-05,0.123004
1.74E-05,0.1230181
1.74E-05,0.1230457
1.74E-05,0.1230916
1.74E-05,0.1231363
1.74E-05,0.1231899
1.74E-05,0.1232354
1.74E-05,0.1232703
1.74E-05,0.123306
1.74E-05,0.1233029
1.74E-05,0.1232963
1.74E-05,0.123327
1.75E-05,0.1233804
1.75E-05,0.1234358
1.75E-05,0.1234628
1.75E-05,0.1234655
1.75E-05,0.1234522
1.75E-05,0.1234395
1.75E-05,0.1234523
1.75E-05,0.1235094
1.75E-05,0.1236109
1.75E-05,0.1236866
1.75E-05,0.1237003
1.75E-05,0.1236797
1.75E-05,0.1236506
1.75E-05,0.123632
1.75E-05,0.123629
1.75E-05,0.123645
1.75E-05,0.1236861
1.75E-05,0.1237457
1.75E-05,0.123796
1.75E-05,0.1238155
1.75E-05,0.1238187
1.75E-05,0.1237967
1.75E-05,0.1237617
1.75E-05,0.1237609
1.76E-05,0.1237818
1.76E-05,0.123809
1.76E-05,0.1238357
1.76E-05,0.1238613
1.76E-05,0.1238883
1.76E-05,0.1238726
1.76E-05,0.123853
1.76E-05,0.1238896
1.76E-05,0.1239234
1.76E-05,0.1239467
1.76E-05,0.1240061
1.76E-05,0.1240506
1.76E-05,0.1240331
1.76E-05,0.1240048
1.76E-05,0.1240158
1.76E-05,0.1240821
1.76E-05,0.1241698
1.76E-05,0.1242287
1.76E-05,0.1242303
1.76E-05,0.1241896
1.76E-05,0.1241738
1.76E-05,0.1241667
1.76E-05,0.1241475
1.76E-05,0.124168
1.76E-05,0.1242253
1.77E-05,0.1243001
1.77E-05,0.1243618
1.77E-05,0.1243826
1.77E-05,0.124384
1.77E-05,0.1243557
1.77E-05,0.1243255
1.77E-05,0.1243169
1.77E-05,0.1243002
1.77E-05,0.1243358
1.77E-05,0.1244142
1.77E-05,0.1244491
1.77E-05,0.124479
1.77E-05,0.1244987
1.77E-05,0.1244717
1.77E-05,0.1244569
1.77E-05,0.1244812
1.77E-05,0.1245035
1.77E-05,0.1245131
1.77E-05,0.1245188
1.77E-05,0.12451
1.77E-05,0.1245008
1.77E-05,0.1245039
1.77E-05,0.1245369
1.77E-05,0.1246152
1.77E-05,0.1246983
1.78E-05,0.1247356
1.78E-05,0.1247366
1.78E-05,0.1247199
1.78E-05,0.1246686
1.78E-05,0.1246037
1.78E-05,0.124591
1.78E-05,0.1246484
1.78E-05,0.1247352
1.78E-05,0.1248044
1.78E-05,0.1248414
1.78E-05,0.1248491
1.78E-05,0.1248273
1.78E-05,0.1248191
1.78E-05,0.1248418
1.78E-05,0.1248763
1.78E-05,0.1249544
1.78E-05,0.1250191
1.78E-05,0.1250246
1.78E-05,0.1250447
1.78E-05,0.1250487
1.78E-05,0.1250236
1.78E-05,0.1250245
1.78E-05,0.1250412
1.78E-05,0.1250973
1.78E-05,0.1251944
1.79E-05,0.1252533
1.79E-05,0.1252562
1.79E-05,0.125252
1.79E-05,0.125228
1.79E-05,0.1252051
1.79E-05,0.1252491
1.79E-05,0.1253329
1.79E-05,0.1253928
1.79E-05,0.1254249
1.79E-05,0.1254367
1.79E-05,0.1254157
1.79E-05,0.1253782
1.79E-05,0.1253714
1.79E-05,0.1254064
1.79E-05,0.1254518
1.79E-05,0.1255087
1.79E-05,0.1255569
1.79E-05,0.1255491
1.79E-05,0.1254878
1.79E-05,0.1254465
1.79E-05,0.1254763
1.79E-05,0.1255087
1.79E-05,0.1255347
1.79E-05,0.1255878
1.79E-05,0.1256268
1.80E-05,0.1256386
1.80E-05,0.1256117
1.80E-05,0.1255714
1.80E-05,0.1255879
1.80E-05,0.1256539
1.80E-05,0.1257511
1.80E-05,0.1258492
1.80E-05,0.1259015
1.80E-05,0.1259085
1.80E-05,0.1258759
1.80E-05,0.1258204
1.80E-05,0.125803
1.80E-05,0.1258646
1.80E-05,0.1259433
1.80E-05,0.1259815
1.80E-05,0.1260056
1.80E-05,0.1260281
1.80E-05,0.126017
1.80E-05,0.1259966
1.80E-05,0.1260085
1.80E-05,0.1260021
1.80E-05,0.1259905
1.80E-05,0.1260329
1.80E-05,0.1260657
1.80E-05,0.1260576
1.81E-05,0.1260243
1.81E-05,0.1259806
1.81E-05,0.1259836
1.81E-05,0.1260167
1.81E-05,0.1260484
1.81E-05,0.1260955
1.81E-05,0.1261229
1.81E-05,0.1261214
1.81E-05,0.126088
1.81E-05,0.1260331
1.81E-05,0.1260047
1.81E-05,0.1260024
1.81E-05,0.1260338
1.81E-05,0.1260842
1.81E-05,0.1261161
1.81E-05,0.1261095
1.81E-05,0.126085
1.81E-05,0.1260745
1.81E-05,0.1261079
1.81E-05,0.1261835
1.81E-05,0.1262418
1.81E-05,0.126309
1.81E-05,0.1263948
1.81E-05,0.126424
1.81E-05,0.1263855
1.82E-05,0.1263425
1.82E-05,0.1263672
1.82E-05,0.126432
1.82E-05,0.1264759
1.82E-05,0.1265131
1.82E-05,0.1265643
1.82E-05,0.1265995
1.82E-05,0.1265847
1.82E-05,0.1265672
1.82E-05,0.1265806
1.82E-05,0.1265878
1.82E-05,0.1265968
1.82E-05,0.1266317
1.82E-05,0.1266769
1.82E-05,0.1267127
1.82E-05,0.1266952
1.82E-05,0.1266273
1.82E-05,0.1265941
1.82E-05,0.1266315
1.82E-05,0.1266951
1.82E-05,0.1267169
1.82E-05,0.1267029
1.82E-05,0.1266983
1.82E-05,0.126671
1.82E-05,0.1266199
1.83E-05,0.1265949
1.83E-05,0.1266107
1.83E-05,0.1266596
1.83E-05,0.1267226
1.83E-05,0.1267728
1.83E-05,0.1267842
1.83E-05,0.1267521
1.83E-05,0.1267273
1.83E-05,0.1267431
1.83E-05,0.1267871
1.83E-05,0.1268564
1.83E-05,0.1269179
1.83E-05,0.1269309
1.83E-05,0.1269289
1.83E-05,0.1269079
1.83E-05,0.1268733
1.83E-05,0.1269098
1.83E-05,0.1269778
1.83E-05,0.1270332
1.83E-05,0.1270926
1.83E-05,0.1271371
1.83E-05,0.1271736
1.83E-05,0.1271482
1.83E-05,0.1270725
1.83E-05,0.1270454
1.84E-05,0.127078
1.84E-05,0.1271458
1.84E-05,0.1272104
1.84E-05,0.1272445
1.84E-05,0.1272482
1.84E-05,0.1272222
1.84E-05,0.1271965
1.84E-05,0.1272277
1.84E-05,0.1272895
1.84E-05,0.1273249
1.84E-05,0.1273368
1.84E-05,0.1273441
1.84E-05,0.1273683
1.84E-05,0.1273733
1.84E-05,0.1273296
1.84E-05,0.1272972
1.84E-05,0.127326
1.84E-05,0.1274013
1.84E-05,0.127461
1.84E-05,0.127489
1.84E-05,0.1275078
1.84E-05,0.1274776
1.84E-05,0.1274308
1.84E-05,0.1274397
1.84E-05,0.1274752
1.85E-05,0.1275246
1.85E-05,0.1275613
1.85E-05,0.1275537
1.85E-05,0.1275367
1.85E-05,0.1275312
1.85E-05,0.1275475
1.85E-05,0.1275818
1.85E-05,0.127622
1.85E-05,0.1276853
1.85E-05,0.1277429
1.85E-05,0.1277381
1.85E-05,0.1276866
1.85E-05,0.1276206
1.85E-05,0.1275763
1.85E-05,0.1276044
1.85E-05,0.1276922
1.85E-05,0.1277759
1.85E-05,0.1278191
1.85E-05,0.1278287
1.85E-05,0.1278145
1.85E-05,0.1277741
1.85E-05,0.1277449
1.85E-05,0.1277591
1.85E-05,0.1277776
1.86E-05,0.1278228
1.86E-05,0.127903
1.86E-05,0.1279535
1.86E-05,0.1279597
1.86E-05,0.1279282
1.86E-05,0.1279058
1.86E-05,0.1279311
1.86E-05,0.127977
1.86E-05,0.1280512
1.86E-05,0.1281269
1.86E-05,0.1281534
1.86E-05,0.1281845
1.86E-05,0.128166
1.86E-05,0.1280635
1.86E-05,0.1280348
1.86E-05,0.1280826
1.86E-05,0.128144
1.86E-05,0.1282299
1.86E-05,0.1282748
1.86E-05,0.1282403
1.86E-05,0.1281921
1.86E-05,0.1281687
1.86E-05,0.1281768
1.86E-05,0.1282208
1.86E-05,0.1282639
1.87E-05,0.1283157
1.87E-05,0.1283699
1.87E-05,0.1283678
1.87E-05,0.1283266
1.87E-05,0.1282829
1.87E-05,0.1282575
1.87E-05,0.128284
1.87E-05,0.1283643
1.87E-05,0.1284215
1.87E-05,0.1284084
1.87E-05,0.1283926
1.87E-05,0.1284053
1.87E-05,0.1284075
1.87E-05,0.1284119
1.87E-05,0.1284657
1.87E-05,0.1285328
1.87E-05,0.1285627
1.87E-05,0.1285831
1.87E-05,0.1285925
1.87E-05,0.1285441
1.87E-05,0.1284773
1.87E-05,0.1284542
1.87E-05,0.1284694
1.87E-05,0.128531
1.87E-05,0.1286151
1.88E-05,0.1286838
1.88E-05,0.1287101
1.88E-05,0.1286734
1.88E-05,0.1286448
1.88E-05,0.1286682
1.88E-05,0.1287125
1.88E-05,0.1287562
1.88E-05,0.1287887
1.88E-05,0.1288113
1.88E-05,0.1288111
1.88E-05,0.1287597
1.88E-05,0.1286956
1.88E-05,0.1286967
1.88E-05,0.1287536
1.88E-05,0.1288355
1.88E-05,0.1289075
1.88E-05,0.128934
1.88E-05,0.1289418
1.88E-05,0.1289188
1.88E-05,0.1288707
1.88E-05,0.1288363
1.88E-05,0.1288511
1.88E-05,0.1289625
1.88E-05,0.1290629
1.88E-05,0.1290703
1.89E-05,0.1290718
1.89E-05,0.129072
1.89E-05,0.1290444
1.89E-05,0.1290266
1.89E-05,0.1290431
1.89E-05,0.1290945
1.89E-05,0.1291693
1.89E-05,0.1292204
1.89E-05,0.129204
1.89E-05,0.1291673
1.89E-05,0.1291575
1.89E-05,0.1291849
1.89E-05,0.1292366
1.89E-05,0.1292752
1.89E-05,0.1293032
1.89E-05,0.1293373
1.89E-05,0.1293653
1.89E-05,0.1293631
1.89E-05,0.1293369
1.89E-05,0.1293406
1.89E-05,0.1293842
1.89E-05,0.1294091
1.89E-05,0.1294257
1.89E-05,0.1294856
1.89E-05,0.1295503
1.90E-05,0.1295592
1.90E-05,0.1295355
1.90E-05,0.1295306
1.90E-05,0.1295634
1.90E-05,0.1296169
1.90E-05,0.1296524
1.90E-05,0.129676
1.90E-05,0.1296903
1.90E-05,0.1296583
1.90E-05,0.1296197
1.90E-05,0.1296355
1.90E-05,0.129687
1.90E-05,0.1297548
1.90E-05,0.129844
1.90E-05,0.129928
1.90E-05,0.1299393
1.90E-05,0.1298843
1.90E-05,0.129861
1.90E-05,0.129903
1.90E-05,0.1299574
1.90E-05,0.1300034
1.90E-05,0.130048
1.90E-05,0.1300796
1.90E-05,0.1300775
1.90E-05,0.1300162
1.91E-05,0.1299518
1.91E-05,0.1299498
1.91E-05,0.1299677
1.91E-05,0.1299958
1.91E-05,0.1300568
1.91E-05,0.1300853
1.91E-05,0.1300825
1.91E-05,0.1301081
1.91E-05,0.1301588
1.91E-05,0.1302175
1.91E-05,0.1302654
1.91E-05,0.1302915
1.91E-05,0.1302973
1.91E-05,0.1303005
1.91E-05,0.130323
1.91E-05,0.130312
1.91E-05,0.1302664
1.91E-05,0.130278
1.91E-05,0.1303166
1.91E-05,0.1303714
1.91E-05,0.1304711
1.91E-05,0.1305155
1.91E-05,0.1304947
1.91E-05,0.130485
1.91E-05,0.1304611
1.92E-05,0.1304307
1.92E-05,0.1304441
1.92E-05,0.1305113
1.92E-05,0.1306041
1.92E-05,0.1306482
1.92E-05,0.130634
1.92E-05,0.1306009
1.92E-05,0.130573
1.92E-05,0.1306025
1.92E-05,0.1306627
1.92E-05,0.1306826
1.92E-05,0.1307041
1.92E-05,0.130746
1.92E-05,0.1307484
1.92E-05,0.1307144
1.92E-05,0.1307003
1.92E-05,0.1307184
1.92E-05,0.130774
1.92E-05,0.1308482
1.92E-05,0.1308762
1.92E-05,0.1308693
1.92E-05,0.130856
1.92E-05,0.130789
1.92E-05,0.1307412
1.92E-05,0.1307862
1.93E-05,0.1308546
1.93E-05,0.1309411
1.93E-05,0.1310041
1.93E-05,0.1310002
1.93E-05,0.1309931
1.93E-05,0.1309798
1.93E-05,0.1309455
1.93E-05,0.1309306
1.93E-05,0.1309602
1.93E-05,0.131031
1.93E-05,0.1311212
1.93E-05,0.1311784
1.93E-05,0.1311489
1.93E-05,0.1310602
1.93E-05,0.1309997
1.93E-05,0.1309944
1.93E-05,0.1310073
1.93E-05,0.1310276
1.93E-05,0.1310686
1.93E-05,0.1311171
1.93E-05,0.1311506
1.93E-05,0.1311556
1.93E-05,0.1311641
1.93E-05,0.1312097
1.93E-05,0.1312505
1.94E-05,0.1312655
1.94E-05,0.1312806
1.94E-05,0.1313329
1.94E-05,0.1314023
1.94E-05,0.1313968
1.94E-05,0.1313616
1.94E-05,0.1313736
1.94E-05,0.1314079
1.94E-05,0.131482
1.94E-05,0.1315561
1.94E-05,0.1315699
1.94E-05,0.1315635
1.94E-05,0.1315423
1.94E-05,0.1315062
1.94E-05,0.1315247
1.94E-05,0.1315965
1.94E-05,0.1316864
1.94E-05,0.1317731
1.94E-05,0.1318321
1.94E-05,0.1318588
1.94E-05,0.1318464
1.94E-05,0.1318312
1.94E-05,0.1318392
1.94E-05,0.1318568
1.94E-05,0.1318949
1.95E-05,0.1319279
1.95E-05,0.1319368
1.95E-05,0.1319423
1.95E-05,0.1319029
1.95E-05,0.1318476
1.95E-05,0.1318935
1.95E-05,0.1319952
1.95E-05,0.1320635
1.95E-05,0.1321193
1.95E-05,0.1321748
1.95E-05,0.1322056
1.95E-05,0.1321965
1.95E-05,0.1321588
1.95E-05,0.1321403
1.95E-05,0.1321738
1.95E-05,0.1322227
1.95E-05,0.1322623
1.95E-05,0.1323043
1.95E-05,0.1323337
1.95E-05,0.1323203
1.95E-05,0.1322944
1.95E-05,0.1322915
1.95E-05,0.1323195
1.95E-05,0.132379
1.96E-05,0.1324045
1.96E-05,0.1324098
1.96E-05,0.132431
1.96E-05,0.1323895
1.96E-05,0.1323413
1.96E-05,0.1323823
1.96E-05,0.1324494
1.96E-05,0.1325063
1.96E-05,0.1325638
1.96E-05,0.1325855
1.96E-05,0.1325785
1.96E-05,0.1325892
1.96E-05,0.1325869
1.96E-05,0.1325561
1.96E-05,0.1325652
1.96E-05,0.1326182
1.96E-05,0.1326478
1.96E-05,0.1326493
1.96E-05,0.1326944
1.96E-05,0.1327362
1.96E-05,0.1327128
1.96E-05,0.1327227
1.96E-05,0.1327616
1.96E-05,0.1327821
1.96E-05,0.1328309
1.97E-05,0.132861
1.97E-05,0.1328444
1.97E-05,0.132835
1.97E-05,0.1328305
1.97E-05,0.1328376
1.97E-05,0.1328578
1.97E-05,0.1328737
1.97E-05,0.1329125
1.97E-05,0.1329853
1.97E-05,0.1330372
1.97E-05,0.1330437
1.97E-05,0.1330471
1.97E-05,0.1330546
1.97E-05,0.1330874
1.97E-05,0.1331348
1.97E-05,0.1331502
1.97E-05,0.1331486
1.97E-05,0.1331285
1.97E-05,0.1331067
1.97E-05,0.1331221
1.97E-05,0.1331473
1.97E-05,0.1331787
1.97E-05,0.133246
1.97E-05,0.1333093
1.97E-05,0.1333195
1.98E-05,0.1332965
1.98E-05,0.1332385
1.98E-05,0.1331753
1.98E-05,0.1332008
1.98E-05,0.1332748
1.98E-05,0.1333374
1.98E-05,0.1334151
1.98E-05,0.1334814
1.98E-05,0.1334935
1.98E-05,0.1334553
1.98E-05,0.1334051
1.98E-05,0.1333944
1.98E-05,0.1334307
1.98E-05,0.1334839
1.98E-05,0.1335467
1.98E-05,0.1336186
1.98E-05,0.1336541
1.98E-05,0.1336089
1.98E-05,0.1335625
1.98E-05,0.133579
1.98E-05,0.1335903
1.98E-05,0.1336171
1.98E-05,0.1336897
1.98E-05,0.1337294
1.98E-05,0.1337252
1.99E-05,0.1337166
1.99E-05,0.1337158
1.99E-05,0.1337018
1.99E-05,0.1336812
1.99E-05,0.133718
1.99E-05,0.1337975
1.99E-05,0.1338461
1.99E-05,0.1338677
1.99E-05,0.1338611
1.99E-05,0.1338252
1.99E-05,0.1338326
1.99E-05,0.1338893
1.99E-05,0.1339433
1.99E-05,0.1339865
1.99E-05,0.1340184
1.99E-05,0.1340204
1.99E-05,0.133974
1.99E-05,0.1339118
1.99E-05,0.1339345
1.99E-05,0.1340504
1.99E-05,0.1341562
1.99E-05,0.1342071
1.99E-05,0.1342432
1.99E-05,0.1342798
1.99E-05,0.1342928
2.00E-05,0.1342733
2.00E-05,0.1342466
2.00E-05,0.1342644
2.00E-05,0.1343124
2.00E-05,0.1343663
2.00E-05,0.134417
2.00E-05,0.1343904
2.00E-05,0.1342845
2.00E-05,0.1342135
2.00E-05,0.1342204
2.00E-05,0.1342608
2.00E-05,0.1343288
2.00E-05,0.1344097
2.00E-05,0.134471
2.00E-05,0.1344918
2.00E-05,0.1344329
2.00E-05,0.1343435
2.00E-05,0.1343265
2.00E-05,0.1343479
2.00E-05,0.1343788
2.00E-05,0.134468
2.00E-05,0.1345607
2.00E-05,0.134587
2.00E-05,0.1345485
2.00E-05,0.1345125
2.01E-05,0.1345232
2.01E-05,0.1345372
2.01E-05,0.1345659
2.01E-05,0.1346347
2.01E-05,0.1346962
2.01E-05,0.1347231
2.01E-05,0.1347171
2.01E-05,0.134696
2.01E-05,0.1346984
2.01E-05,0.1347383
2.01E-05,0.1347955
2.01E-05,0.1348473
2.01E-05,0.1348718
2.01E-05,0.1348389
2.01E-05,0.1347593
2.01E-05,0.1347066
2.01E-05,0.1347297
2.01E-05,0.1347898
2.01E-05,0.1348562
2.01E-05,0.134923
2.01E-05,0.1349719
2.01E-05,0.1350221
2.01E-05,0.135007
2.01E-05,0.1349131
2.01E-05,0.1348843
2.02E-05,0.134921
2.02E-05,0.1349699
2.02E-05,0.1350453
2.02E-05,0.1351081
2.02E-05,0.1351324
2.02E-05,0.1351163
2.02E-05,0.135067
2.02E-05,0.1350686
2.02E-05,0.1351438
2.02E-05,0.1352182
2.02E-05,0.1352493
2.02E-05,0.1352646
2.02E-05,0.1352732
2.02E-05,0.1352451
2.02E-05,0.1352108
2.02E-05,0.1352113
2.02E-05,0.1352421
2.02E-05,0.135308
2.02E-05,0.1354079
2.02E-05,0.1354669
2.02E-05,0.1354668
2.02E-05,0.1354502
2.02E-05,0.1354152
2.02E-05,0.1353954
2.02E-05,0.1354241
2.03E-05,0.135479
2.03E-05,0.1355301
2.03E-05,0.1355646
2.03E-05,0.1355901
2.03E-05,0.1355958
2.03E-05,0.1355902
2.03E-05,0.1355922
2.03E-05,0.1355763
2.03E-05,0.135586
2.03E-05,0.1356399
2.03E-05,0.135683
2.03E-05,0.1357084
2.03E-05,0.1356959
2.03E-05,0.1356562
2.03E-05,0.1356435
2.03E-05,0.1356736
2.03E-05,0.1357502
2.03E-05,0.1358222
2.03E-05,0.1358539
2.03E-05,0.1358423
2.03E-05,0.1357799
2.03E-05,0.1357372
2.03E-05,0.1357428
2.03E-05,0.1357665
2.03E-05,0.1358205
2.04E-05,0.1358847
2.04E-05,0.1359197
2.04E-05,0.1359338
2.04E-05,0.1359206
2.04E-05,0.1358833
2.04E-05,0.1358742
2.04E-05,0.1358855
2.04E-05,0.1359105
2.04E-05,0.1359543
2.04E-05,0.1359573
2.04E-05,0.135942
2.04E-05,0.1359359
2.04E-05,0.1359282
2.04E-05,0.1359364
2.04E-05,0.1359438
2.04E-05,0.1359627
2.04E-05,0.1360043
2.04E-05,0.1360204
2.04E-05,0.1359795
2.04E-05,0.1359125
2.04E-05,0.135884
2.04E-05,0.1359042
2.04E-05,0.1359548
2.04E-05,0.1360539
2.04E-05,0.1361423
2.05E-05,0.1361631
2.05E-05,0.1361758
2.05E-05,0.1361729
2.05E-05,0.1361434
2.05E-05,0.1361617
2.05E-05,0.1361942
2.05E-05,0.1361996
